Date,Mortgage_1Y_x,Mortgage_3Y_x,Mortgage_5Y_x,Prime_Rate_x,Mortgage_1Y_y,Mortgage_3Y_y,Mortgage_5Y_y,Prime_Rate_y,Policy_Rate,Policy_Rate_Lag1,Policy_Rate_Lag3,Policy_Rate_Lag12,Prime_Rate_MoM_Change,Prime_Rate_YoY_Change,Mortgage_5Y_Change,Mortgage_5Y_MA3,Mortgage_5Y_MA12,Month,Quarter,Year,Price_Above_MA3,MA3_MA12_Diff,City
2016-07-10,2.7,3.14,3.39,4.74,,,,,,,,,0.0,2.155172413793105,0.0,3.39,3.39,7,3,2016,0.0,0.0,Greater Vancouver
2016-07-11,2.7,3.14,3.39,4.74,,,,,,,,,0.0,2.155172413793105,0.0,3.39,3.39,7,3,2016,0.0,0.0,Greater Vancouver
2016-07-12,2.7,3.14,3.39,4.74,,,,,,,,,0.0,2.155172413793105,0.0,3.39,3.39,7,3,2016,0.0,0.0,Greater Vancouver
2016-07-13,2.7,3.14,3.39,4.74,,,,,,,,0.5,0.0,2.155172413793105,0.0,3.39,3.39,7,3,2016,0.0,0.0,Greater Vancouver
2016-07-14,2.7,3.14,3.39,4.74,,,,,,,,,0.0,2.155172413793105,0.0,3.39,3.39,7,3,2016,0.0,0.0,Greater Vancouver
2016-07-15,2.7,3.14,3.39,4.74,,,,,,,,,0.0,2.155172413793105,0.0,3.39,3.39,7,3,2016,0.0,0.0,Greater Vancouver
2016-07-16,2.7,3.14,3.39,4.74,,,,,,,,,0.0,2.155172413793105,0.0,3.39,3.39,7,3,2016,0.0,0.0,Greater Vancouver
2016-07-17,2.7,3.14,3.39,4.74,,,,,,,,,0.0,2.155172413793105,0.0,3.39,3.39,7,3,2016,0.0,0.0,Greater Vancouver
2016-07-18,2.7,3.14,3.39,4.74,,,,,,,,,0.0,0.0,0.0,3.39,3.39,7,3,2016,0.0,0.0,Greater Vancouver
2016-07-19,2.7,3.14,3.39,4.74,,,,,,,,,0.0,0.0,0.0,3.39,3.39,7,3,2016,0.0,0.0,Greater Vancouver
2016-07-20,2.7,3.14,3.39,4.74,,,,,,,,,0.0,0.0,0.0,3.39,3.39,7,3,2016,0.0,0.0,Greater Vancouver
2016-07-21,2.7,3.14,3.39,4.74,,,,,,,,,0.0,0.0,0.0,3.39,3.39,7,3,2016,0.0,0.0,Greater Vancouver
2016-07-22,2.7,3.14,3.39,4.74,,,,,,,,,0.0,0.0,0.0,3.39,3.39,7,3,2016,0.0,0.0,Greater Vancouver
2016-07-23,2.7,3.14,3.39,4.74,,,,,,,,,0.0,0.0,0.0,3.39,3.39,7,3,2016,0.0,0.0,Greater Vancouver
2016-07-24,2.7,3.14,3.39,4.74,,,,,,,,,0.0,0.0,0.0,3.39,3.39,7,3,2016,0.0,0.0,Greater Vancouver
2016-07-25,2.7,3.14,3.39,4.74,,,,,,,,,0.0,0.0,0.0,3.39,3.39,7,3,2016,0.0,0.0,Greater Vancouver
2016-07-26,2.7,3.14,3.39,4.74,,,,,,,,,0.0,0.0,0.0,3.39,3.39,7,3,2016,0.0,0.0,Greater Vancouver
2016-07-27,2.7,3.14,3.39,4.74,,,,,,,,,0.0,0.0,0.0,3.39,3.39,7,3,2016,0.0,0.0,Greater Vancouver
2016-07-28,2.7,3.14,3.39,4.74,,,,,,,,,0.0,0.0,0.0,3.39,3.39,7,3,2016,0.0,0.0,Greater Vancouver
2016-07-29,2.7,3.14,3.39,4.74,,,,,,,,,0.0,0.0,0.0,3.39,3.39,7,3,2016,0.0,0.0,Greater Vancouver
2016-07-30,2.7,3.14,3.39,4.74,,,,,,,,,0.0,0.0,0.0,3.39,3.39,7,3,2016,0.0,0.0,Greater Vancouver
2016-07-31,2.7,3.14,3.39,4.74,,,,,,,,,0.0,0.0,0.0,3.39,3.39,7,3,2016,0.0,0.0,Greater Vancouver
2016-08-01,2.7,3.14,3.39,4.74,2.7,3.14,3.39,4.74,0.5,,,,0.0,0.0,0.0,3.39,3.39,8,3,2016,0.0,0.0,Greater Vancouver
2016-08-02,2.7,3.14,3.39,4.74,,,,,,0.5,,,0.0,0.0,0.0,3.39,3.39,8,3,2016,0.0,0.0,Greater Vancouver
2016-08-03,2.7,3.14,3.39,4.74,,,,,,,,,0.0,0.0,0.0,3.39,3.39,8,3,2016,0.0,0.0,Greater Vancouver
2016-08-04,2.7,3.14,3.39,4.74,,,,,,,0.5,,0.0,0.0,0.0,3.39,3.39,8,3,2016,0.0,0.0,Greater Vancouver
2016-08-05,2.7,3.14,3.39,4.74,,,,,,,,,0.0,0.0,0.0,3.39,3.39,8,3,2016,0.0,0.0,Greater Vancouver
2016-08-06,2.7,3.14,3.39,4.74,,,,,,,,,0.0,0.0,0.0,3.39,3.39,8,3,2016,0.0,0.0,Greater Vancouver
2016-08-07,2.7,3.14,3.39,4.74,,,,,,,,,0.0,0.0,0.0,3.39,3.39,8,3,2016,0.0,0.0,Greater Vancouver
2016-08-08,2.7,3.14,3.39,4.74,,,,,,,,,0.0,0.0,0.0,3.39,3.39,8,3,2016,0.0,0.0,Greater Vancouver
2016-08-09,2.7,3.14,3.39,4.74,,,,,,,,,0.0,0.0,0.0,3.39,3.39,8,3,2016,0.0,0.0,Greater Vancouver
2016-08-10,2.7,3.14,3.39,4.74,,,,,,,,,0.0,0.0,0.0,3.39,3.39,8,3,2016,0.0,0.0,Greater Vancouver
2016-08-11,2.7,3.14,3.39,4.74,,,,,,,,,0.0,0.0,0.0,3.39,3.39,8,3,2016,0.0,0.0,Greater Vancouver
2016-08-12,2.7,3.14,3.39,4.74,,,,,,,,,0.0,0.0,0.0,3.39,3.39,8,3,2016,0.0,0.0,Greater Vancouver
2016-08-13,2.7,3.14,3.39,4.74,,,,,,,,0.5,0.0,0.0,0.0,3.39,3.39,8,3,2016,0.0,0.0,Greater Vancouver
2016-08-14,2.7,3.14,3.39,4.74,,,,,,,,,0.0,0.0,0.0,3.39,3.39,8,3,2016,0.0,0.0,Greater Vancouver
2016-08-15,2.7,3.14,3.39,4.74,,,,,,,,,0.0,0.0,0.0,3.39,3.39,8,3,2016,0.0,0.0,Greater Vancouver
2016-08-16,2.7,3.14,3.39,4.74,,,,,,,,,0.0,0.0,0.0,3.39,3.39,8,3,2016,0.0,0.0,Greater Vancouver
2016-08-17,2.7,3.14,3.39,4.74,,,,,,,,,0.0,0.0,0.0,3.39,3.39,8,3,2016,0.0,0.0,Greater Vancouver
2016-08-18,2.7,3.14,3.39,4.74,,,,,,,,,0.0,0.0,0.0,3.39,3.39,8,3,2016,0.0,0.0,Greater Vancouver
2016-08-19,2.7,3.14,3.39,4.74,,,,,,,,,0.0,0.0,0.0,3.39,3.39,8,3,2016,0.0,0.0,Greater Vancouver
2016-08-20,2.7,3.14,3.39,4.74,,,,,,,,,0.0,0.0,0.0,3.39,3.39,8,3,2016,0.0,0.0,Greater Vancouver
2016-08-21,2.7,3.14,3.39,4.74,,,,,,,,,0.0,0.0,0.0,3.39,3.39,8,3,2016,0.0,0.0,Greater Vancouver
2016-08-22,2.7,3.14,3.39,4.74,,,,,,,,,0.0,0.0,0.0,3.39,3.39,8,3,2016,0.0,0.0,Greater Vancouver
2016-08-23,2.7,3.14,3.39,4.74,,,,,,,,,0.0,0.0,0.0,3.39,3.39,8,3,2016,0.0,0.0,Greater Vancouver
2016-08-24,2.7,3.14,3.39,4.74,,,,,,,,,0.0,0.0,0.0,3.39,3.39,8,3,2016,0.0,0.0,Greater Vancouver
2016-08-25,2.7,3.14,3.39,4.74,,,,,,,,,0.0,0.0,0.0,3.39,3.39,8,3,2016,0.0,0.0,Greater Vancouver
2016-08-26,2.7,3.14,3.39,4.74,,,,,,,,,0.0,0.0,0.0,3.39,3.39,8,3,2016,0.0,0.0,Greater Vancouver
2016-08-27,2.7,3.14,3.39,4.74,,,,,,,,,0.0,0.0,0.0,3.39,3.39,8,3,2016,0.0,0.0,Greater Vancouver
2016-08-28,2.7,3.14,3.39,4.74,,,,,,,,,0.0,0.0,0.0,3.39,3.39,8,3,2016,0.0,0.0,Greater Vancouver
2016-08-29,2.7,3.14,3.39,4.74,,,,,,,,,0.0,0.0,0.0,3.39,3.39,8,3,2016,0.0,0.0,Greater Vancouver
2016-08-30,2.7,3.14,3.39,4.74,,,,,,,,,0.0,0.0,0.0,3.39,3.39,8,3,2016,0.0,0.0,Greater Vancouver
2016-08-31,2.7,3.14,3.39,4.74,,,,,,,,,0.0,0.0,0.0,3.39,3.39,8,3,2016,0.0,0.0,Greater Vancouver
2016-09-01,2.7,3.14,3.39,4.74,2.7,3.14,3.39,4.659999999999999,0.5,,,,0.0,0.0,0.0,3.39,3.39,9,3,2016,0.0,0.0,Greater Vancouver
2016-09-02,2.7,3.14,3.39,4.74,,,,,,0.5,,,0.0,0.0,0.0,3.39,3.39,9,3,2016,0.0,0.0,Greater Vancouver
2016-09-03,2.7,3.14,3.39,4.74,,,,,,,,,0.0,0.0,0.0,3.39,3.39,9,3,2016,0.0,0.0,Greater Vancouver
2016-09-04,2.7,3.14,3.39,4.74,,,,,,,0.5,,0.0,0.0,0.0,3.39,3.39,9,3,2016,0.0,0.0,Greater Vancouver
2016-09-05,2.7,3.14,3.39,4.74,,,,,,,,,0.0,0.0,0.0,3.39,3.39,9,3,2016,0.0,0.0,Greater Vancouver
2016-09-06,2.7,3.14,3.39,4.74,,,,,,,,,0.0,0.0,0.0,3.39,3.39,9,3,2016,0.0,0.0,Greater Vancouver
2016-09-07,2.7,3.14,3.39,4.64,,,,,,,,,-2.1097046413502185,-2.1097046413502185,0.0,3.39,3.39,9,3,2016,0.0,0.0,Greater Vancouver
2016-09-08,2.7,3.14,3.39,4.64,,,,,,,,,0.0,-2.1097046413502185,0.0,3.39,3.39,9,3,2016,0.0,0.0,Greater Vancouver
2016-09-09,2.7,3.14,3.39,4.64,,,,,,,,,0.0,-2.1097046413502185,0.0,3.39,3.39,9,3,2016,0.0,0.0,Greater Vancouver
2016-09-10,2.7,3.14,3.39,4.64,,,,,,,,,0.0,-2.1097046413502185,0.0,3.39,3.39,9,3,2016,0.0,0.0,Greater Vancouver
2016-09-11,2.7,3.14,3.39,4.64,,,,,,,,,0.0,-2.1097046413502185,0.0,3.39,3.39,9,3,2016,0.0,0.0,Greater Vancouver
2016-09-12,2.7,3.14,3.39,4.64,,,,,,,,,0.0,-2.1097046413502185,0.0,3.39,3.39,9,3,2016,0.0,0.0,Greater Vancouver
2016-09-13,2.7,3.14,3.39,4.64,,,,,,,,0.5,0.0,-2.1097046413502185,0.0,3.39,3.39,9,3,2016,0.0,0.0,Greater Vancouver
2016-09-14,2.7,3.14,3.39,4.64,,,,,,,,,0.0,-2.1097046413502185,0.0,3.39,3.39,9,3,2016,0.0,0.0,Greater Vancouver
2016-09-15,2.7,3.14,3.39,4.64,,,,,,,,,0.0,-2.1097046413502185,0.0,3.39,3.39,9,3,2016,0.0,0.0,Greater Vancouver
2016-09-16,2.7,3.14,3.39,4.64,,,,,,,,,0.0,-2.1097046413502185,0.0,3.39,3.39,9,3,2016,0.0,0.0,Greater Vancouver
2016-09-17,2.7,3.14,3.39,4.64,,,,,,,,,0.0,-2.1097046413502185,0.0,3.39,3.39,9,3,2016,0.0,0.0,Greater Vancouver
2016-09-18,2.7,3.14,3.39,4.64,,,,,,,,,0.0,-2.1097046413502185,0.0,3.39,3.39,9,3,2016,0.0,0.0,Greater Vancouver
2016-09-19,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,9,3,2016,0.0,0.0,Greater Vancouver
2016-09-20,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,9,3,2016,0.0,0.0,Greater Vancouver
2016-09-21,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,9,3,2016,0.0,0.0,Greater Vancouver
2016-09-22,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,9,3,2016,0.0,0.0,Greater Vancouver
2016-09-23,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,9,3,2016,0.0,0.0,Greater Vancouver
2016-09-24,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,9,3,2016,0.0,0.0,Greater Vancouver
2016-09-25,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,9,3,2016,0.0,0.0,Greater Vancouver
2016-09-26,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,9,3,2016,0.0,0.0,Greater Vancouver
2016-09-27,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,9,3,2016,0.0,0.0,Greater Vancouver
2016-09-28,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,9,3,2016,0.0,0.0,Greater Vancouver
2016-09-29,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,9,3,2016,0.0,0.0,Greater Vancouver
2016-09-30,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,9,3,2016,0.0,0.0,Greater Vancouver
2016-10-01,2.7,3.14,3.39,4.64,2.7,3.14,3.39,4.64,0.5,,,,0.0,0.0,0.0,3.39,3.39,10,4,2016,0.0,0.0,Greater Vancouver
2016-10-02,2.7,3.14,3.39,4.64,,,,,,0.5,,,0.0,0.0,0.0,3.39,3.39,10,4,2016,0.0,0.0,Greater Vancouver
2016-10-03,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,10,4,2016,0.0,0.0,Greater Vancouver
2016-10-04,2.7,3.14,3.39,4.64,,,,,,,0.5,,0.0,0.0,0.0,3.39,3.39,10,4,2016,0.0,0.0,Greater Vancouver
2016-10-05,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,10,4,2016,0.0,0.0,Greater Vancouver
2016-10-06,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,10,4,2016,0.0,0.0,Greater Vancouver
2016-10-07,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,10,4,2016,0.0,0.0,Greater Vancouver
2016-10-08,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,10,4,2016,0.0,0.0,Greater Vancouver
2016-10-09,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,10,4,2016,0.0,0.0,Greater Vancouver
2016-10-10,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,10,4,2016,0.0,0.0,Greater Vancouver
2016-10-11,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,10,4,2016,0.0,0.0,Greater Vancouver
2016-10-12,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,10,4,2016,0.0,0.0,Greater Vancouver
2016-10-13,2.7,3.14,3.39,4.64,,,,,,,,0.5,0.0,0.0,0.0,3.39,3.39,10,4,2016,0.0,0.0,Greater Vancouver
2016-10-14,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,10,4,2016,0.0,0.0,Greater Vancouver
2016-10-15,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,10,4,2016,0.0,0.0,Greater Vancouver
2016-10-16,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,10,4,2016,0.0,0.0,Greater Vancouver
2016-10-17,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,10,4,2016,0.0,0.0,Greater Vancouver
2016-10-18,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,10,4,2016,0.0,0.0,Greater Vancouver
2016-10-19,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,10,4,2016,0.0,0.0,Greater Vancouver
2016-10-20,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,10,4,2016,0.0,0.0,Greater Vancouver
2016-10-21,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,10,4,2016,0.0,0.0,Greater Vancouver
2016-10-22,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,10,4,2016,0.0,0.0,Greater Vancouver
2016-10-23,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,10,4,2016,0.0,0.0,Greater Vancouver
2016-10-24,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,10,4,2016,0.0,0.0,Greater Vancouver
2016-10-25,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,10,4,2016,0.0,0.0,Greater Vancouver
2016-10-26,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,10,4,2016,0.0,0.0,Greater Vancouver
2016-10-27,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,10,4,2016,0.0,0.0,Greater Vancouver
2016-10-28,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,10,4,2016,0.0,0.0,Greater Vancouver
2016-10-29,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,10,4,2016,0.0,0.0,Greater Vancouver
2016-10-30,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,10,4,2016,0.0,0.0,Greater Vancouver
2016-10-31,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,10,4,2016,0.0,0.0,Greater Vancouver
2016-11-01,2.7,3.14,3.39,4.64,2.7,3.14,3.39,4.64,0.5,,,,0.0,0.0,0.0,3.39,3.39,11,4,2016,0.0,0.0,Greater Vancouver
2016-11-02,2.7,3.14,3.39,4.64,,,,,,0.5,,,0.0,0.0,0.0,3.39,3.39,11,4,2016,0.0,0.0,Greater Vancouver
2016-11-03,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,11,4,2016,0.0,0.0,Greater Vancouver
2016-11-04,2.7,3.14,3.39,4.64,,,,,,,0.5,,0.0,0.0,0.0,3.39,3.39,11,4,2016,0.0,0.0,Greater Vancouver
2016-11-05,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,11,4,2016,0.0,0.0,Greater Vancouver
2016-11-06,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,11,4,2016,0.0,0.0,Greater Vancouver
2016-11-07,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,11,4,2016,0.0,0.0,Greater Vancouver
2016-11-08,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,11,4,2016,0.0,0.0,Greater Vancouver
2016-11-09,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,11,4,2016,0.0,0.0,Greater Vancouver
2016-11-10,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,11,4,2016,0.0,0.0,Greater Vancouver
2016-11-11,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,11,4,2016,0.0,0.0,Greater Vancouver
2016-11-12,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,11,4,2016,0.0,0.0,Greater Vancouver
2016-11-13,2.7,3.14,3.39,4.64,,,,,,,,0.5,0.0,0.0,0.0,3.39,3.39,11,4,2016,0.0,0.0,Greater Vancouver
2016-11-14,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,11,4,2016,0.0,0.0,Greater Vancouver
2016-11-15,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,11,4,2016,0.0,0.0,Greater Vancouver
2016-11-16,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,11,4,2016,0.0,0.0,Greater Vancouver
2016-11-17,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,11,4,2016,0.0,0.0,Greater Vancouver
2016-11-18,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,11,4,2016,0.0,0.0,Greater Vancouver
2016-11-19,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,11,4,2016,0.0,0.0,Greater Vancouver
2016-11-20,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,11,4,2016,0.0,0.0,Greater Vancouver
2016-11-21,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,11,4,2016,0.0,0.0,Greater Vancouver
2016-11-22,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,11,4,2016,0.0,0.0,Greater Vancouver
2016-11-23,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,11,4,2016,0.0,0.0,Greater Vancouver
2016-11-24,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,11,4,2016,0.0,0.0,Greater Vancouver
2016-11-25,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,11,4,2016,0.0,0.0,Greater Vancouver
2016-11-26,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,11,4,2016,0.0,0.0,Greater Vancouver
2016-11-27,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,11,4,2016,0.0,0.0,Greater Vancouver
2016-11-28,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,11,4,2016,0.0,0.0,Greater Vancouver
2016-11-29,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,11,4,2016,0.0,0.0,Greater Vancouver
2016-11-30,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,11,4,2016,0.0,0.0,Greater Vancouver
2016-12-01,2.7,3.14,3.39,4.64,2.7,3.14,3.39,4.64,0.5,,,,0.0,0.0,0.0,3.39,3.39,12,4,2016,0.0,0.0,Greater Vancouver
2016-12-02,2.7,3.14,3.39,4.64,,,,,,0.5,,,0.0,0.0,0.0,3.39,3.39,12,4,2016,0.0,0.0,Greater Vancouver
2016-12-03,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,12,4,2016,0.0,0.0,Greater Vancouver
2016-12-04,2.7,3.14,3.39,4.64,,,,,,,0.5,,0.0,0.0,0.0,3.39,3.39,12,4,2016,0.0,0.0,Greater Vancouver
2016-12-05,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,12,4,2016,0.0,0.0,Greater Vancouver
2016-12-06,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,12,4,2016,0.0,0.0,Greater Vancouver
2016-12-07,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,12,4,2016,0.0,0.0,Greater Vancouver
2016-12-08,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,12,4,2016,0.0,0.0,Greater Vancouver
2016-12-09,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,12,4,2016,0.0,0.0,Greater Vancouver
2016-12-10,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,12,4,2016,0.0,0.0,Greater Vancouver
2016-12-11,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,12,4,2016,0.0,0.0,Greater Vancouver
2016-12-12,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,12,4,2016,0.0,0.0,Greater Vancouver
2016-12-13,2.7,3.14,3.39,4.64,,,,,,,,0.5,0.0,0.0,0.0,3.39,3.39,12,4,2016,0.0,0.0,Greater Vancouver
2016-12-14,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,12,4,2016,0.0,0.0,Greater Vancouver
2016-12-15,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,12,4,2016,0.0,0.0,Greater Vancouver
2016-12-16,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,12,4,2016,0.0,0.0,Greater Vancouver
2016-12-17,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,12,4,2016,0.0,0.0,Greater Vancouver
2016-12-18,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,12,4,2016,0.0,0.0,Greater Vancouver
2016-12-19,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,12,4,2016,0.0,0.0,Greater Vancouver
2016-12-20,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,12,4,2016,0.0,0.0,Greater Vancouver
2016-12-21,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,12,4,2016,0.0,0.0,Greater Vancouver
2016-12-22,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,12,4,2016,0.0,0.0,Greater Vancouver
2016-12-23,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,12,4,2016,0.0,0.0,Greater Vancouver
2016-12-24,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,12,4,2016,0.0,0.0,Greater Vancouver
2016-12-25,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,12,4,2016,0.0,0.0,Greater Vancouver
2016-12-26,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,12,4,2016,0.0,0.0,Greater Vancouver
2016-12-27,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,12,4,2016,0.0,0.0,Greater Vancouver
2016-12-28,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,12,4,2016,0.0,0.0,Greater Vancouver
2016-12-29,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,12,4,2016,0.0,0.0,Greater Vancouver
2016-12-30,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,12,4,2016,0.0,0.0,Greater Vancouver
2016-12-31,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,12,4,2016,0.0,0.0,Greater Vancouver
2017-01-01,2.7,3.14,3.39,4.64,2.7,3.14,3.39,4.64,0.5,,,,0.0,0.0,0.0,3.39,3.39,1,1,2017,0.0,0.0,Greater Vancouver
2017-01-02,2.7,3.14,3.39,4.64,,,,,,0.5,,,0.0,0.0,0.0,3.39,3.39,1,1,2017,0.0,0.0,Greater Vancouver
2017-01-03,2.7,3.14,3.39,4.64,,,,,,,,,0.0,0.0,0.0,3.39,3.39,1,1,2017,0.0,0.0,Greater Vancouver
2017-01-04,2.7,3.14,3.39,4.64,,,,,,,0.5,,0.0,0.0,0.0,3.39,3.39,1,1,2017,0.0,0.0,Greater Vancouver
